loss_train,loss_val,ssim_train,ssim_val,mse_train,mse_val
0.04996295936593752,0.007610114084349738,0.5629280209541321,0.7776985764503479,0.04997316747903824,0.007610478438436985
0.01031711170721543,0.006068262801919546,0.8463425636291504,0.8633184432983398,0.010316991247236729,0.006060939282178879
0.010104483314809424,0.004325397267368519,0.8697163462638855,0.8902668952941895,0.010104347951710224,0.004321118351072073
0.006639048945665527,0.0032699913847156698,0.8956824541091919,0.9043283462524414,0.006639477331191301,0.0032614630181342363
0.004880795945958097,0.0027790868431717777,0.9073787331581116,0.9091529250144958,0.004880758002400398,0.0027703801169991493
